# Package list from WSL host system (Ubuntu)
# Generated: 2026年 08月 28日 星期五 23:16:27 CST
# Total packages: 1105

Package                                  Version              Architecture
secureboot-db                            1.9build2            amd64
sed                                      4.9-2ubuntu1         amd64
sensible-utils                           0.0.26build1         all
sgml-base                                1.31+nmu1build1      all
shared-mime-info                         2.4-5build3          amd64
show-motd                                3.12build1           all
sl                                       5.02-1build1         amd64
snapd                                    2.76.3+ubuntu26.04   amd64
socat                                    1.8.1.1-1ubuntu0.1   amd64
software-properties-common               0.120                all
sphinx-rtd-theme-common                  3.1.0+dfsg-1         all
squashfs-tools                           1:4.7.5-1            amd64
ssh-import-id                            5.11-0ubuntu4        all
sudo                                     1.9.17p2-1ubuntu3    amd64
sudo-common                              1.2ubuntu            all
sudo-rs                                  0.2.13-0ubuntu1      amd64
systemd                                  259.5-0ubuntu3.4     amd64
systemd-cryptsetup                       259.5-0ubuntu3.4     amd64
systemd-hwe-hwdb                         259.5.3ubuntu        all
systemd-resolved                         259.5-0ubuntu3.4     amd64
systemd-sysv                             259.5-0ubuntu3.4     amd64
sysvinit-utils                           3.15-5ubuntu1        amd64
tar                                      1.35+dfsg-4ubuntu0.4 amd64
tcl-expect:amd64                         5.45.4-4build1       amd64
tcl8.6                                   8.6.17+dfsg-1build1  amd64
tcpdump                                  4.99.6-1             amd64
time                                     1.9-0.4              amd64
tmux                                     3.6a-2ubuntu0.1      amd64
toilet                                   0.3-5                amd64
toilet-fonts                             0.3-5                all
tzdata                                   2026c-0ubuntu0.26.04.1 all
ubuntu-helper-virt-hwe                   1:10.2.1+ds-1ubuntu4.3 all
ubuntu-insights                          0.9.3ubuntu          amd64
ubuntu-keyring                           2023.11.28.1build1   all
ubuntu-minimal                           1.570.3              amd64
ubuntu-pro-client                        37.2ubuntu0.1        amd64
ubuntu-pro-client-l10n                   37.2ubuntu0.1        amd64
ubuntu-release-upgrader-core             1:26.04.22           all
ubuntu-virt                              1:10.2.1+ds-1ubuntu3.2 amd64
ubuntu-wsl                               1.570.3              amd64
ucf                                      3.0052ubuntu1        all
udev                                     259.5-0ubuntu3.4     amd64
ufw                                      0.36.2-9build1       all
unattended-upgrades                      2.12ubuntu9          all
update-manager-core                      1:26.04.5            all
update-motd                              3.12build1           all
usb.ids                                  2025.12.13-1         all
user-session-migration                   0.5.1                amd64
util-linux                               2.41.3-3ubuntu2      amd64
vim                                      2:9.1.2141-1ubuntu4.8 amd64
vim-common                               2:9.1.2141-1ubuntu4.8 all
vim-runtime                              2:9.1.2141-1ubuntu4.8 all
vim-tiny                                 2:9.1.2141-1ubuntu4.8 amd64
virgl-server                             1.2.0-2ubuntu2       amd64
w3m                                      0.5.3+git20230121-2.3 amd64
w3m-img                                  0.5.3+git20230121-2.3 amd64
wget                                     1.25.0-2ubuntu4.4    amd64
whiptail                                 0.52.25-1ubuntu3     amd64
whois                                    5.6.6                amd64
wrk                                      4.1.0-4build3        amd64
wsl-pro-service                          0.1.19ubuntu2        amd64
wsl-setup                                0.6.3ubuntu~26.04.1  amd64
x11-common                               1:7.7+26ubuntu1      all
x11-utils                                7.7+7build1          amd64
x11-xserver-utils                        7.7+11build1         amd64
xauth                                    1:1.1.2-1.1build1    amd64
xdg-user-dirs                            0.19-1               amd64
xdg-utils                                1.2.1-2ubuntu2       all
xfonts-encodings                         1:1.0.5-0ubuntu3     all
xfonts-utils                             1:7.7+7build1        amd64
xkb-data                                 2.46-2               all
xml-core                                 0.19build1           all
xorriso                                  1:1.5.6-1.1ubuntu4   amd64
xxd                                      2:9.1.2141-1ubuntu4.8 amd64
xz-utils                                 5.8.3-1              amd64
zlib1g:amd64                             1:1.3.dfsg+really1.3.1-1ubuntu3 amd64
zlib1g-dev:amd64                         1:1.3.dfsg+really1.3.1-1ubuntu3 amd64
zsh                                      5.9-8ubuntu3         amd64
zsh-common                               5.9-8ubuntu3         all
zstd                                     1.5.7+dfsg-3         amd64
---

# Package list from rootfs
# Total packages: 1530

Package                                  Version              Architecture
-------                                  -------              ------------
accountsservice                                               
adduser                                  22.08.8-6            amd64
adwaita-icon-theme                       3.134                all
aha                                      43-1                 all
alsa-topology-conf                       0.5.1-3              amd64
alsa-ucm-conf                            1.2.5.1-2            all
appstream                                1.2.8-1              all
apt                                      0.16.1-2+b1          amd64
apt-config-icons                         2.6.1                amd64
apt-config-icons-hidpi                   0.16.1-2             all
apt-config-icons-large                   0.16.1-2             all
apt-config-icons-large-hidpi             0.16.1-2             all
apt-transport-https                      0.16.1-2             all
apt-utils                                2.6.1                all
aspell                                   2.6.1                amd64
aspell-en                                0.60.8-4+b1          amd64
at-spi2-common                           2020.12.07-0-1       all
at-spi2-core                             2.46.0-5             all
avahi-daemon                             2.46.0-5             amd64
baloo-kf5                                0.8-10+deb12u1       amd64
base-files                               5.103.0-2            amd64
base-passwd                              12.4+deb12u15        amd64
bash                                     3.6.1                amd64
bash-completion                          5.2.15-2+b13         amd64
bc                                       1:2.11-6             all
bind9-dnsutils                           1.07.1-3+b1          amd64
bind9-host                               1:9.18.49-1~deb12u2  amd64
bind9-libs                               1:9.18.49-1~deb12u2  amd64
binutils                                 1:9.18.49-1~deb12u2  amd64
binutils-common                          2.40-2               amd64
binutils-x86-64-linux-gnu                2.40-2               amd64
bluedevil                                2.40-2               amd64
bluez                                    4:5.27.5-2           amd64
bluez-obexd                              5.66-1+deb12u2       amd64
bolt                                     5.66-1+deb12u2       amd64
breeze                                   0.9.5-1              amd64
breeze-cursor-theme                      4:5.27.5-2           amd64
breeze-gtk-theme                         4:5.27.5-2           all
breeze-icon-theme                        5.27.5-2             amd64
bridge-utils                             4:5.103.0-1          all
bsd-mailx                                1.7.1-1              amd64
bsdextrautils                            8.1.2-0.20220412cvs-1 amd64
bsdutils                                 2.38.1-5+deb12u3     amd64
btrfs-progs                              1:2.38.1-5+deb12u3   amd64
bubblewrap                               6.2-1+deb12u2        amd64
build-essential                          0.8.0-2+deb12u1      amd64
bup                                      12.9                 amd64
bup-doc                                  0.33.7-1~deb12u1     amd64
busybox                                  0.33.7-1~deb12u1     all
bzip2                                    1:1.35.0-4+deb12u1+b1 amd64
ca-certificates                          1.0.8-5+b1           amd64
caca-utils                               20250419~deb12u1     all
catdoc                                   0.99.beta20-3+deb12u1 amd64
chafa                                    1:0.95-6~deb12u1     amd64
console-setup                            1.12.4-1+b1          amd64
console-setup-linux                      1.221                all
coreutils                                1.221                all
cpio                                     9.1-1                amd64
cpp                                      2.13+dfsg-7.1        amd64
cpp-12                                   4:12.2.0-3           amd64
cron                                     12.2.0-14+deb12u1    amd64
cron-daemon-common                       3.0pl1-162           amd64
cryfs                                    3.0pl1-162           all
cryptsetup                               0.11.3-5             amd64
cryptsetup-bin                           2:2.6.1-4~deb12u2    amd64
curl                                     2:2.6.1-4~deb12u2    amd64
dash                                     7.88.1-10+deb12u15   amd64
dbus                                     0.5.12-2             amd64
dbus-bin                                 1.14.10-1~deb12u1    amd64
dbus-daemon                              1.14.10-1~deb12u1    amd64
dbus-session-bus-common                  1.14.10-1~deb12u1    amd64
dbus-system-bus-common                   1.14.10-1~deb12u1    all
dbus-user-session                        1.14.10-1~deb12u1    all
dbus-x11                                 1.14.10-1~deb12u1    amd64
dconf-gsettings-backend                  1.14.10-1~deb12u1    amd64
dconf-service                            0.40.0-4             amd64
debconf                                  0.40.0-4             amd64
debconf-kde-data                         1.5.82               all
debconf-kde-helper                       1.1.0-1              all
debian-archive-keyring                   1.1.0-1              amd64
debianutils                              2023.3+deb12u2       all
desktop-base                             5.7-0.5~deb12u1      amd64
dialog                                   12.0.6+nmu1~deb12u1  all
dictionaries-common                      1.3-20230209-1       amd64
diffutils                                1.29.5               all
dirmngr                                  1:3.8-4              amd64
distro-info-data                         2.2.40-1.1+deb12u2   amd64
dmeventd                                 0.58+deb12u7         all
dmidecode                                2:1.02.185-2         amd64
dmsetup                                  3.4-1                amd64
dns-root-data                            2:1.02.185-2         amd64
dnsmasq-base                             2024071801~deb12u1   all
dnsutils                                 2.90-4~deb12u2       amd64
docbook-xml                              1:9.18.49-1~deb12u2  all
docbook-xsl                              4.5-12               all
dolphin                                  1.79.2+dfsg-2        all
dosfstools                               4:22.12.3-1          amd64
dpkg                                     4.2-1                amd64
dpkg-dev                                 1.21.23              amd64
drkonqi                                  1.21.23              all
e2fsprogs                                5.27.5-2             amd64
eject                                    1.47.0-2+b2          amd64
emacsen-common                           2.38.1-5+deb12u3     amd64
exfatprogs                               3.0.5                all
exim4-base                               1.2.0-1+deb12u1      amd64
exim4-config                             4.96-15+deb12u10     amd64
exim4-daemon-light                       4.96-15+deb12u10     all
f2fs-tools                               4.96-15+deb12u10     amd64
fakeroot                                 1.15.0-1             amd64
fdisk                                    1.31-1.2             amd64
ffmpegthumbs                             2.38.1-5+deb12u3     amd64
findutils                                4:22.12.3-1          amd64
firefox-esr                              4.9.0-4              amd64
firmware-linux-free                      140.14.0esr-1~deb12u1 amd64
fontconfig                               20200122-1           all
fontconfig-config                        2.14.1-4             amd64
fonts-cantarell                          2.14.1-4             amd64
fonts-dejavu-core                        0.303.1-1            all
fonts-droid-fallback                     2.37-6               all
fonts-hack                               1:6.0.1r16-1.1       all
fonts-hack-ttf                           3.003-3              all
fonts-noto                               3.003-3              all
fonts-noto-cjk                           20201225-1           all
fonts-noto-cjk-extra                     1:20220127+repack1-1 all
fonts-noto-color-emoji                   1:20220127+repack1-1 all
fonts-noto-core                          2.042-0+deb12u1      all
fonts-noto-extra                         20201225-1           all
fonts-noto-hinted                        20201225-1           all
fonts-noto-mono                          20201225-1           all
fonts-noto-ui-core                       20201225-1           all
fonts-noto-ui-extra                      20201225-1           all
fonts-noto-unhinted                      20201225-1           all
fonts-quicksand                          20201225-1           all
fonts-urw-base35                         0.2016-2.1           all
frameworkintegration                     20200910-7           all
fuse3                                    5.103.0-1            amd64
fwupd                                    3.14.0-4             amd64
fwupd-amd64-signed                       2.0.20-1~deb12u2     amd64
g++                                      1:1.4+1              amd64
g++-12                                   4:12.2.0-3           amd64
gawk                                     12.2.0-14+deb12u1    amd64
gcc                                      1:5.2.1-2            amd64
gcc-12                                   4:12.2.0-3           amd64
gcc-12-base                              12.2.0-14+deb12u1    amd64
gdb-minimal                              12.2.0-14+deb12u1    amd64
gdisk                                    13.1-3               amd64
geoclue-2.0                              1.0.9-2.1            amd64
ghostscript                              2.6.0-2+deb12u1      amd64
gir1.2-glib-2.0                          10.0.0~dfsg-11+deb12u8 amd64
gir1.2-packagekitglib-1.0                1.74.0-3             amd64
git                                      1.2.6-5+deb12u1      amd64
git-man                                  1:2.39.5-0+deb12u3   amd64
glib-networking                          1:2.39.5-0+deb12u3   all
glib-networking-common                   2.74.0-4             amd64
glib-networking-services                 2.74.0-4             all
gnupg                                    2.74.0-4             amd64
gnupg-l10n                               2.2.40-1.1+deb12u2   all
gnupg-utils                              2.2.40-1.1+deb12u2   all
gpg                                      2.2.40-1.1+deb12u2   amd64
gpg-agent                                2.2.40-1.1+deb12u2   amd64
gpg-wks-client                           2.2.40-1.1+deb12u2   amd64
gpg-wks-server                           2.2.40-1.1+deb12u2   amd64
gpgconf                                  2.2.40-1.1+deb12u2   amd64
gpgsm                                    2.2.40-1.1+deb12u2   amd64
gpgv                                     2.2.40-1.1+deb12u2   amd64
grep                                     2.2.40-1.1+deb12u2   amd64
groff-base                               3.8-5                amd64
gsettings-desktop-schemas                1.22.4-10            amd64
gsfonts                                  43.0-1               all
gstreamer1.0-gl                          2:20200910-7         all
gstreamer1.0-plugins-base                1.22.0-3+deb12u6     amd64
gtk-update-icon-cache                    1.22.0-3+deb12u6     amd64
gtk2-engines-pixbuf                      3.24.38-2~deb12u3    amd64
gzip                                     2.24.33-2+deb12u1    amd64
haveged                                  1.12-1               amd64
hicolor-icon-theme                       1.9.14-1+deb12u1     amd64
hostname                                 0.17-2               all
htop                                     3.23+nmu1            amd64
hunspell-en-us                           3.2.2-2              amd64
hwdata                                   1:2020.12.07-2       all
i965-va-driver                           0.368-1              all
ibus-data                                2.4.1+dfsg1-1        amd64
iio-sensor-proxy                         1.5.27-5             all
imagemagick                              3.0-2                amd64
imagemagick-6-common                     8:6.9.11.60+dfsg-1.6+deb12u13 amd64
imagemagick-6.q16                        8:6.9.11.60+dfsg-1.6+deb12u13 all
init                                     8:6.9.11.60+dfsg-1.6+deb12u13 amd64
init-system-helpers                      1.65.2+deb12u1       amd64
initramfs-tools                          1.65.2+deb12u1       all
initramfs-tools-core                     0.142+deb12u3        all
intel-media-va-driver                    0.142+deb12u3        all
iotop                                    23.1.1+dfsg1-1       amd64
iproute2                                 0.6-42-ga14256a-0.1+b2 amd64
iptables                                 6.1.0-3              amd64
iputils-ping                             1.8.9-2              amd64
isc-dhcp-client                          3:20221126-1+deb12u1 amd64
isc-dhcp-common                          4.4.3-P1-2           amd64
iso-codes                                4.4.3-P1-2           amd64
javascript-common                        4.15.0-1             all
jp2a                                     11+nmu1              all
jq                                       1.1.1-2              amd64
kaccounts-providers                      1.6-2.1+deb12u2      amd64
kactivities-bin                          4:22.12.3-1          amd64
kactivitymanagerd                        5.103.0-1            amd64
kate                                     5.27.5-2             amd64
kate5-data                               4:22.12.3-1          amd64
kbd                                      4:22.12.3-1          all
kde-cli-tools                            2.5.1-1+b1           amd64
kde-cli-tools-data                       4:5.27.5.1-2         amd64
kde-config-gtk-style                     4:5.27.5.1-2         all
kde-config-screenlocker                  4:5.27.5-2           amd64
kde-config-sddm                          5.27.5-2             amd64
kde-config-updates                       4:5.27.5-2           amd64
kde-style-breeze                         5.27.5-2+deb12u1     amd64
kde-style-oxygen-qt5                     4:5.27.5-2           amd64
kdeconnect                               4:5.27.5-2           amd64
kded5                                    22.12.3-1            amd64
kdegraphics-thumbnailers                 5.103.0-1            amd64
kdoctools5                               4:22.12.3-1          amd64
keditbookmarks                           5.103.0-1            amd64
keyboard-configuration                   22.12.3-1            amd64
kgamma5                                  1.221                all
khelpcenter                              5.27.5-2             amd64
khotkeys                                 4:22.12.3-1          amd64
khotkeys-data                            4:5.27.5-2           amd64
kimageformat-plugins                     4:5.27.5-2           all
kinfocenter                              5.103.0-2            amd64
kinit                                    4:5.27.5-2           amd64
kio                                      5.103.0-1            amd64
kio-extras                               5.103.0-1+deb12u1    amd64
kio-extras-data                          4:22.12.3-1          amd64
klibc-utils                              4:22.12.3-1          all
kmenuedit                                2.0.12-1             amd64
kmod                                     4:5.27.5-2           amd64
konsole                                  30+20221128-1        amd64
konsole-kpart                            4:22.12.3-1+deb12u1  amd64
kpackagelauncherqml                      4:22.12.3-1+deb12u1  amd64
kpackagetool5                            5.103.0-1            amd64
kpeople-vcard                            5.103.0-1+deb12u1    amd64
krb5-locales                             0.1-3                amd64
kscreen                                  1.20.1-2+deb12u5     all
ksshaskpass                              4:5.27.5-2           amd64
ksystemstats                             4:5.27.5-2           amd64
ktexteditor-data                         5.27.5-2             amd64
ktexteditor-katepart                     5.103.0-1.1          all
kup-backup                               5.103.0-1.1          amd64
kuserfeedback-doc                        0.9.1-1+b3           amd64
kwalletmanager                           1.2.0-2              all
kwayland-data                            4:22.12.3-1          amd64
kwayland-integration                     4:5.103.0-1          all
kwin-common                              5.27.5-2             amd64
kwin-data                                4:5.27.5-3           amd64
kwin-style-breeze                        4:5.27.5-3           all
kwin-wayland                             4:5.27.5-2           amd64
kwin-x11                                 4:5.27.5-3           amd64
kwrited                                  4:5.27.5-3           amd64
layer-shell-qt                           4:5.27.5-2           amd64
less                                     5.27.5-2             amd64
liba52-0.7.4                             590-2.1~deb12u2      amd64
libaa1                                   0.7.4-20             amd64
libaacs0                                 1.4p5-50             amd64
libabsl20220623                          0.11.1-2             amd64
libaccounts-glib0                        20220623.1-1+deb12u2 amd64
libaccounts-qt5-1                        1.26-1               amd64
libaccountsservice0                      1.16-2               amd64
libacl1                                  22.08.8-6            amd64
libaio1                                  2.3.1-3              amd64
libalgorithm-diff-perl                   0.3.113-4            amd64
libalgorithm-diff-xs-perl                1.201-1              all
libalgorithm-merge-perl                  0.04-8+b1            amd64
libaom3                                  0.08-5               all
libapparmor1                             3.6.0-1+deb12u2      amd64
libappimage1.0abi1                       3.0.8-3              amd64
libappstream4                            1.0.4-5-1            amd64
libappstreamqt2                          0.16.1-2+b1          amd64
libapt-pkg6.0                            0.16.1-2+b1          amd64
libarchive13                             2.6.1                amd64
libargon2-1                              3.6.2-1+deb12u4      amd64
libaribb24-0                             0~20171227-0.3+deb12u1 amd64
libasan8                                 1.0.3-2              amd64
libasound2                               12.2.0-14+deb12u1    amd64
libasound2-data                          1.2.8-1+b1           amd64
libasound2-plugins                       1.2.8-1              all
libaspell15                              1.2.7.1-1            amd64
libass9                                  0.60.8-4+b1          amd64
libassuan0                               1:0.17.1-1           amd64
libasyncns0                              2.5.5-5              amd64
libatasmart4                             0.8-6+b3             amd64
libatk-bridge2.0-0                       0.19-5               amd64
libatk1.0-0                              2.46.0-5             amd64
libatm1                                  2.46.0-5             amd64
libatomic1                               1:2.5.1-4+b2         amd64
libatspi2.0-0                            12.2.0-14+deb12u1    amd64
libattr1                                 2.46.0-5             amd64
libaudit-common                          1:2.5.1-4            amd64
libaudit1                                1:3.0.9-1            all
libauthen-sasl-perl                      1:3.0.9-1            amd64
libavahi-client3                         2.1600-3             all
libavahi-common-data                     0.8-10+deb12u1       amd64
libavahi-common3                         0.8-10+deb12u1       amd64
libavahi-core7                           0.8-10+deb12u1       amd64
libavahi-glib1                           0.8-10+deb12u1       amd64
libavc1394-0                             0.8-10+deb12u1       amd64
libavcodec59                             0.5.4-5              amd64
libavfilter8                             7:5.1.9-0+deb12u1    amd64
libavformat59                            7:5.1.9-0+deb12u1    amd64
libavif15                                7:5.1.9-0+deb12u1    amd64
libavutil57                              0.11.1-1+deb12u1     amd64
libb2-1                                  7:5.1.9-0+deb12u1    amd64
libbdplus0                               0.98.1-1.1           amd64
libbinutils                              0.2.0-3              amd64
libblas3                                 2.40-2               amd64
libblkid1                                3.11.0-2             amd64
libblockdev-crypto2                      2.38.1-5+deb12u3     amd64
libblockdev-fs2                          2.28-2+deb12u1       amd64
libblockdev-loop2                        2.28-2+deb12u1       amd64
libblockdev-part-err2                    2.28-2+deb12u1       amd64
libblockdev-part2                        2.28-2+deb12u1       amd64
libblockdev-swap2                        2.28-2+deb12u1       amd64
libblockdev-utils2                       2.28-2+deb12u1       amd64
libblockdev2                             2.28-2+deb12u1       amd64
libbluetooth3                            2.28-2+deb12u1       amd64
libbluray2                               5.66-1+deb12u2       amd64
libboost-chrono1.74.0                    1:1.3.4-1            amd64
libboost-filesystem1.74.0                1.74.0+ds1-21        amd64
libboost-program-options1.74.0           1.74.0+ds1-21        amd64
libboost-thread1.74.0                    1.74.0+ds1-21        amd64
libbpf1                                  1.74.0+ds1-21        amd64
libbrotli1                               1:1.1.2-0+deb12u1    amd64
libbs2b0                                 1.0.9-2+b6           amd64
libbsd0                                  3.1.0+dfsg-7         amd64
libbz2-1.0                               0.11.7-2             amd64
libc-bin                                 1.0.8-5+b1           amd64
libc-dev-bin                             2.36-9+deb12u14      amd64
libc-devtools                            2.36-9+deb12u14      amd64
libc-l10n                                2.36-9+deb12u14      amd64
libc6                                    2.36-9+deb12u14      all
libc6-dev                                2.36-9+deb12u14      amd64
libcaca0                                 2.36-9+deb12u14      amd64
libcairo-gobject2                        0.99.beta20-3+deb12u1 amd64
libcairo2                                1.16.0-7             amd64
libcanberra-pulse                        1.16.0-7             amd64
libcanberra0                             0.30-10              amd64
libcap-ng0                               0.30-10              amd64
libcap2                                  0.8.3-1+b3           amd64
libcap2-bin                              1:2.66-4+deb12u3+b1  amd64
libcbor0.8                               1:2.66-4+deb12u3+b1  amd64
libcc1-0                                 0.8.0-2+b1           amd64
libcddb2                                 12.2.0-14+deb12u1    amd64
libcdparanoia0                           1.3.2-7              amd64
libchafa0                                3.10.2+debian-14     amd64
libchromaprint1                          1.12.4-1+b1          amd64
libcjson1                                1.5.1-2+b1           amd64
libclone-perl                            1.7.15-1+deb12u4     amd64
libcodec2-1.0                            0.46-1               amd64
libcolorcorrect5                         1.0.5-1              amd64
libcolord2                               4:5.27.5-2+deb12u2   amd64
libcom-err2                              1.4.6-2.2            amd64
libcrypt-dev                             1.47.0-2+b2          amd64
libcrypt1                                1:4.4.33-2           amd64
libcryptsetup12                          1:4.4.33-2           amd64
libctf-nobfd0                            2:2.6.1-4~deb12u2    amd64
libctf0                                  2.40-2               amd64
libcups2                                 2.40-2               amd64
libcurl3-gnutls                          2.4.2-3+deb12u9      amd64
libcurl4                                 7.88.1-10+deb12u15   amd64
libdaemon0                               7.88.1-10+deb12u15   amd64
libdata-dump-perl                        0.14-7.1             amd64
libdatrie1                               1.25-1               all
libdav1d6                                0.2.13-2+b1          amd64
libdb5.3                                 1.0.0-2+deb12u1      amd64
libdbus-1-3                              5.3.28+dfsg2-1       amd64
libdbusmenu-qt5-2                        1.14.10-1~deb12u1    amd64
libdc1394-25                             0.9.3+16.04.20160218-2+b1 amd64
libdca0                                  2.2.6-4              amd64
libdconf1                                0.0.7-2              amd64
libde265-0                               0.40.0-4             amd64
libdebconf-kde1                          1.0.11-1+deb12u2     amd64
libdebconfclient0                        1.1.0-1              amd64
libdebuginfod-common                     0.270                amd64
libdebuginfod1                           0.188-2.1            all
libdeflate0                              0.188-2.1            amd64
libdevmapper-event1.02.1                 1.14-1               amd64
libdevmapper1.02.1                       2:1.02.185-2         amd64
libdjvulibre-text                        2:1.02.185-2         amd64
libdjvulibre21                           3.5.28-2.2~deb12u1   all
libdmtx0b                                3.5.28-2.2~deb12u1   amd64
libdolphinvcs5                           0.7.7-1              amd64
libdouble-conversion3                    4:22.12.3-1          amd64
libdpkg-perl                             3.2.1-1              amd64
libdrm-amdgpu1                           1.21.23              all
libdrm-common                            2.4.114-1+b1         amd64
libdrm-intel1                            2.4.114-1            all
libdrm-nouveau2                          2.4.114-1+b1         amd64
libdrm-radeon1                           2.4.114-1+b1         amd64
libdrm2                                  2.4.114-1+b1         amd64
libduktape207                            2.4.114-1+b1         amd64
libdvbpsi10                              2.7.0-2              amd64
libdvdnav4                               1.3.3-1              amd64
libdvdread8                              6.1.1-1              amd64
libdw1                                   6.1.3-1              amd64
libebml5                                 0.188-2.1            amd64
libedit2                                 1.4.4-1+deb12u1      amd64
libeditorconfig0                         3.1-20221030-2       amd64
libegl-mesa0                             0.12.6-0.1           amd64
libegl1                                  22.3.6-1+deb12u2     amd64
libelf1                                  1.6.0-1              amd64
libencode-locale-perl                    0.188-2.1            amd64
libepoxy0                                1.05-3               all
libepub0                                 1.5.10-1             amd64
liberror-perl                            0.2.2-6              amd64
libestr0                                 0.17029-2            all
libevdev2                                0.1.11-1             amd64
libevent-2.1-7                           1.13.0+dfsg-1        amd64
libevent-core-2.1-7                      2.1.12-stable-8      amd64
libexiv2-27                              2.1.12-stable-8      amd64
libexpat1                                0.27.6-1             amd64
libexpat1-dev                            2.5.0-1+deb12u2      amd64
libext2fs2                               2.5.0-1+deb12u2      amd64
libfaad2                                 1.47.0-2+b2          amd64
libfakekey0                              2.10.1-1             amd64
libfakeroot                              0.3+git20170516-2    amd64
libfastjson4                             1.31-1.2             amd64
libfdisk1                                1.2304.0-1           amd64
libffi8                                  2.38.1-5+deb12u3     amd64
libfftw3-double3                         3.4.4-1              amd64
libfido2-1                               3.3.10-1             amd64
libfile-basedir-perl                     1.12.0-2+b1          amd64
libfile-desktopentry-perl                0.09-2               all
libfile-fcntllock-perl                   0.22-3               all
libfile-listing-perl                     0.22-4+b1            amd64
libfile-mimeinfo-perl                    6.15-1               all
libflac12                                0.33-1               all
libflashrom1                             1.4.2+ds-2           amd64
libflite1                                1.3.0-2.1            amd64
libfmt9                                  2.2-5                amd64
libfont-afm-perl                         9.1.0+ds1-2          amd64
libfontconfig1                           1.20-4               all
libfontenc1                              2.14.1-4             amd64
libfreetype6                             1:1.1.4-1            amd64
libfribidi0                              2.12.1+dfsg-5+deb12u4 amd64
libfstrm0                                1.0.8-2.1            amd64
libftdi1-2                               0.6.1-1              amd64
libfuse2                                 1.5-6+b2             amd64
libfuse3-3                               2.9.9-6+b1           amd64
libfwupd3                                3.14.0-4             amd64
libgav1-1                                2.0.20-1~deb12u2     amd64
libgbm1                                  0.18.0-1+b1          amd64
libgc1                                   22.3.6-1+deb12u2     amd64
libgcc-12-dev                            1:8.2.2-3            amd64
libgcc-s1                                12.2.0-14+deb12u1    amd64
libgcrypt20                              12.2.0-14+deb12u1    amd64
libgd3                                   1.10.1-3+deb12u1     amd64
libgdbm-compat4                          2.3.3-9+deb12u1      amd64
libgdbm6                                 1.23-3               amd64
libgdk-pixbuf-2.0-0                      1.23-3               amd64
libgdk-pixbuf2.0-bin                     2.42.10+dfsg-1+deb12u4 amd64
libgdk-pixbuf2.0-common                  2.42.10+dfsg-1+deb12u4 amd64
libgfortran5                             2.42.10+dfsg-1+deb12u4 all
libgif7                                  12.2.0-14+deb12u1    amd64
libgirepository-1.0-1                    5.2.1-2.5+deb12u1    amd64
libgit2-1.5                              1.74.0-3             amd64
libgl1                                   1.5.1+ds-1+deb12u1   amd64
libgl1-mesa-dri                          1.6.0-1              amd64
libglapi-mesa                            22.3.6-1+deb12u2     amd64
libgles2                                 22.3.6-1+deb12u2     amd64
libglib2.0-0                             1.6.0-1              amd64
libglib2.0-bin                           2.74.6-2+deb12u9     amd64
libglib2.0-data                          2.74.6-2+deb12u9     amd64
libglvnd0                                2.74.6-2+deb12u9     all
libglx-mesa0                             1.6.0-1              amd64
libglx0                                  22.3.6-1+deb12u2     amd64
libgme0                                  1.6.0-1              amd64
libgmp10                                 0.6.3-6              amd64
libgnutls-dane0                          2:6.2.1+dfsg1-1.1    amd64
libgnutls30                              3.7.9-2+deb12u7      amd64
libgomp1                                 3.7.9-2+deb12u7      amd64
libgpg-error0                            12.2.0-14+deb12u1    amd64
libgpgme11                               1.46-1               amd64
libgpgmepp6                              1.18.0-3+b1          amd64
libgpm2                                  1.18.0-3+b1          amd64
libgprofng0                              1.20.7-10+b1         amd64
libgps28                                 2.40-2               amd64
libgrantlee-templates5                   3.22-4.1+deb12u1     amd64
libgraphene-1.0-0                        5.2.0-4              amd64
libgraphite2-3                           1.10.8-1             amd64
libgs-common                             1.3.14-1+deb12u1     amd64
libgs10                                  10.0.0~dfsg-11+deb12u8 all
libgs10-common                           10.0.0~dfsg-11+deb12u8 amd64
libgsettings-qt1                         10.0.0~dfsg-11+deb12u8 all
libgsm1                                  0.2-5                amd64
libgssapi-krb5-2                         1.0.22-1             amd64
libgstreamer-gl1.0-0                     1.20.1-2+deb12u5     amd64
libgstreamer-plugins-base1.0-0           1.22.0-3+deb12u6     amd64
libgstreamer1.0-0                        1.22.0-3+deb12u6     amd64
libgtk-3-0                               1.22.0-2+deb12u1     amd64
libgtk-3-bin                             3.24.38-2~deb12u3    amd64
libgtk-3-common                          3.24.38-2~deb12u3    amd64
libgudev-1.0-0                           3.24.38-2~deb12u3    all
libharfbuzz-subset0                      237-2                amd64
libharfbuzz0b                            6.0.0+dfsg-3         amd64
libhavege2                               6.0.0+dfsg-3         amd64
libheif1                                 1.9.14-1+deb12u1     amd64
libhfstospell11                          1.15.1-1+deb12u1     amd64
libhogweed6                              0.5.3-1+b2           amd64
libhtml-form-perl                        3.8.1-2              amd64
libhtml-format-perl                      6.11-1               all
libhtml-parser-perl                      2.16-2               all
libhtml-tagset-perl                      3.81-1+deb12u1       amd64
libhtml-tree-perl                        3.20-6               all
libhttp-cookies-perl                     5.07-3               all
libhttp-daemon-perl                      6.10-1               all
libhttp-date-perl                        6.16-1+deb13u1~deb12u1 all
libhttp-message-perl                     6.05-2               all
libhttp-negotiate-perl                   6.44-1               all
